example_index,task_id,op_type,condition,website,confirmed_task
804,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
805,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
806,b5b427a3-2a23-4847-af06-351d96e11c27,CLICK,Outcome-Aware,trip,"Find a Hotel in New Yark for the dates Wed, 15 Mar to Thu, 16 Mar 1 room for 2 Adults providing 1 Bed with Breakfast and the rent payable at Hotelwith Instant confirmation and Free cancellation"
807,f8df8406-073e-4d70-bdee-beef9b9f4f88,TYPE,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
808,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
809,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
810,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
811,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
812,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
813,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
814,f8df8406-073e-4d70-bdee-beef9b9f4f88,CLICK,Outcome-Aware,shopping.google,"Find size 8, black running shoes for men by Nike which are rated four stars and above and are currently on sale"
815,5b0eace3-c385-4f9e-8ce8-cdd9e58f1ea7,TYPE,Outcome-Aware,shopping.google,Compare prices and find cheapest total price for Granitestone Sandwich Maker from stores which offer free delivery
816,5b0eace3-c385-4f9e-8ce8-cdd9e58f1ea7,CLICK,Outcome-Aware,shopping.google,Compare prices and find cheapest total price for Granitestone Sandwich Maker from stores which offer free delivery
817,5b0eace3-c385-4f9e-8ce8-cdd9e58f1ea7,CLICK,Outcome-Aware,shopping.google,Compare prices and find cheapest total price for Granitestone Sandwich Maker from stores which offer free delivery
818,5b0eace3-c385-4f9e-8ce8-cdd9e58f1ea7,CLICK,Outcome-Aware,shopping.google,Compare prices and find cheapest total price for Granitestone Sandwich Maker from stores which offer free delivery
819,5b0eace3-c385-4f9e-8ce8-cdd9e58f1ea7,CLICK,Outcome-Aware,shopping.google,Compare prices and find cheapest total price for Granitestone Sandwich Maker from stores which offer free delivery
820,705c914c-d8f6-4c4b-8aef-94ef40e99e18,TYPE,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
821,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
822,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
823,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
824,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
825,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
826,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
827,705c914c-d8f6-4c4b-8aef-94ef40e99e18,CLICK,Outcome-Aware,shopping.google,List one star reviews for best reviewed iPhone 14
828,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
829,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
830,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
831,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,TYPE,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
832,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
833,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
834,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,TYPE,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
835,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
836,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,SELECT,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
837,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
838,baf8a9d8-1788-4599-a9a9-dd22b619dcbf,CLICK,Outcome-Aware,macys,Creat a searchable list named New Home and add a cheaest recliner chair to that list.
839,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,TYPE,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
840,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
841,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
842,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
843,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
844,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
845,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
846,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
847,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
848,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
849,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
850,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
851,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
852,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
853,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
854,39d1c8cf-6179-47b4-9fd2-2ad83ec486c2,CLICK,Outcome-Aware,bestbuy,"As a Verizon user, finance a new blue iPhone 13 with 256gb along with monthly apple care"
855,3ff2ddd8-60a4-44a7-b710-9a8a515a9869,TYPE,Outcome-Aware,bestbuy,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
856,3ff2ddd8-60a4-44a7-b710-9a8a515a9869,CLICK,Outcome-Aware,bestbuy,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
857,3ff2ddd8-60a4-44a7-b710-9a8a515a9869,CLICK,Outcome-Aware,bestbuy,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
858,3ff2ddd8-60a4-44a7-b710-9a8a515a9869,CLICK,Outcome-Aware,bestbuy,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
859,3ff2ddd8-60a4-44a7-b710-9a8a515a9869,CLICK,Outcome-Aware,bestbuy,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
860,3ff2ddd8-60a4-44a7-b710-9a8a515a9869,CLICK,Outcome-Aware,bestbuy,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
861,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,CLICK,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
862,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,SELECT,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
863,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,SELECT,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
864,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,SELECT,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
865,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,SELECT,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
866,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,SELECT,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
867,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,SELECT,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
868,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,CLICK,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
869,d1fdd62a-e113-4e2a-8593-2bf56f863a6b,CLICK,Outcome-Aware,cars,Compare Audi A7 with Audi A6 both made in 2023 and hide similarities.
870,0c381f1c-d56d-40fc-b841-6a81e23da8a3,CLICK,Outcome-Aware,nba,Find out how many assists Chris Paul has been averaging in the current season.
871,0c381f1c-d56d-40fc-b841-6a81e23da8a3,CLICK,Outcome-Aware,nba,Find out how many assists Chris Paul has been averaging in the current season.
872,0c381f1c-d56d-40fc-b841-6a81e23da8a3,TYPE,Outcome-Aware,nba,Find out how many assists Chris Paul has been averaging in the current season.
873,0c381f1c-d56d-40fc-b841-6a81e23da8a3,CLICK,Outcome-Aware,nba,Find out how many assists Chris Paul has been averaging in the current season.
874,021e02c5-95fb-4dc3-987c-a74b1b64e299,SELECT,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
875,021e02c5-95fb-4dc3-987c-a74b1b64e299,SELECT,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
876,021e02c5-95fb-4dc3-987c-a74b1b64e299,SELECT,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
877,021e02c5-95fb-4dc3-987c-a74b1b64e299,CLICK,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
878,021e02c5-95fb-4dc3-987c-a74b1b64e299,TYPE,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
879,021e02c5-95fb-4dc3-987c-a74b1b64e299,CLICK,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
880,021e02c5-95fb-4dc3-987c-a74b1b64e299,SELECT,Outcome-Aware,cars,Find me the cheapest Dodge Ram 1500 within 50 miles of 21122
881,094a877b-27a6-408f-9dad-7e9d8ed07278,SELECT,Outcome-Aware,cars,Find used audi 100 sorted by best deal.
882,094a877b-27a6-408f-9dad-7e9d8ed07278,SELECT,Outcome-Aware,cars,Find used audi 100 sorted by best deal.
883,094a877b-27a6-408f-9dad-7e9d8ed07278,SELECT,Outcome-Aware,cars,Find used audi 100 sorted by best deal.
884,094a877b-27a6-408f-9dad-7e9d8ed07278,CLICK,Outcome-Aware,cars,Find used audi 100 sorted by best deal.
885,094a877b-27a6-408f-9dad-7e9d8ed07278,SELECT,Outcome-Aware,cars,Find used audi 100 sorted by best deal.
886,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
887,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
888,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
889,5b5d29e1-547a-46da-8a35-6c7886695d9d,TYPE,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
890,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
891,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
892,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
893,5b5d29e1-547a-46da-8a35-6c7886695d9d,CLICK,Outcome-Aware,trip,What are the Nearby Attractions from the top rated park attraction in hong kong?
894,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,CLICK,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
895,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,TYPE,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
896,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,CLICK,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
897,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,TYPE,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
898,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,CLICK,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
899,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,CLICK,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
900,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,CLICK,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
901,6bd5466e-3bff-4f6a-b94a-ef4bd1b079e2,CLICK,Outcome-Aware,trip,Add the lowest in price Amusement park attraction in Seoul to my favorites
902,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
903,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
904,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
905,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
906,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
907,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
908,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
909,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
910,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
911,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
912,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
913,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
914,6807ef3b-90d9-4592-b97f-8db60398985a,CLICK,Outcome-Aware,bestbuy,"Discover the trade-in value of my intel 7th generation i3 windows 10, hp laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
915,6b67e246-a93e-4b0c-8959-81bd58ce4d64,TYPE,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
916,6b67e246-a93e-4b0c-8959-81bd58ce4d64,CLICK,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
917,6b67e246-a93e-4b0c-8959-81bd58ce4d64,CLICK,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
918,6b67e246-a93e-4b0c-8959-81bd58ce4d64,CLICK,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
919,6b67e246-a93e-4b0c-8959-81bd58ce4d64,CLICK,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
920,6b67e246-a93e-4b0c-8959-81bd58ce4d64,TYPE,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
921,6b67e246-a93e-4b0c-8959-81bd58ce4d64,TYPE,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
922,6b67e246-a93e-4b0c-8959-81bd58ce4d64,CLICK,Outcome-Aware,bestbuy,search for new internal M2 Samsung ssd drive within $25 and $200.
923,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
924,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
925,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
926,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
927,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
928,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
929,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,TYPE,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
930,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
931,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
932,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
933,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,SELECT,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
934,7e6deaae-3391-4a43-b8d7-053dc9ba17ca,CLICK,Outcome-Aware,bestbuy,"Schedule a repair service for my gaming console closest to the zip code 10001 on March 24, anytime after 6 pm."
935,84c1847c-a0f3-4062-b778-625578a0fba7,TYPE,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
936,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
937,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
938,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
939,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
940,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
941,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
942,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
943,84c1847c-a0f3-4062-b778-625578a0fba7,SELECT,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
944,84c1847c-a0f3-4062-b778-625578a0fba7,SELECT,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
945,84c1847c-a0f3-4062-b778-625578a0fba7,SELECT,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
946,84c1847c-a0f3-4062-b778-625578a0fba7,SELECT,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
947,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
948,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
949,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
950,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
951,84c1847c-a0f3-4062-b778-625578a0fba7,CLICK,Outcome-Aware,bestbuy,check trade in value for a gray galaxy s20 5G (Verizon) in good condition for an open box Samsung galaxy s21 plus.
952,cb304f60-487c-4799-b06e-5759c5843643,CLICK,Outcome-Aware,tripadvisor,Find a Villa in Egypt for vacation rental
953,cb304f60-487c-4799-b06e-5759c5843643,TYPE,Outcome-Aware,tripadvisor,Find a Villa in Egypt for vacation rental
954,cb304f60-487c-4799-b06e-5759c5843643,CLICK,Outcome-Aware,tripadvisor,Find a Villa in Egypt for vacation rental
955,8af21150-3a97-4d3b-bcee-fe9c06e4d213,CLICK,Outcome-Aware,tripadvisor,Find the recommended list of things to do in Switzerland.
956,8af21150-3a97-4d3b-bcee-fe9c06e4d213,TYPE,Outcome-Aware,tripadvisor,Find the recommended list of things to do in Switzerland.
957,8af21150-3a97-4d3b-bcee-fe9c06e4d213,CLICK,Outcome-Aware,tripadvisor,Find the recommended list of things to do in Switzerland.
958,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
959,8b1560da-984d-48b8-8910-54747c8f1118,TYPE,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
960,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
961,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
962,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
963,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
964,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
965,8b1560da-984d-48b8-8910-54747c8f1118,CLICK,Outcome-Aware,tripadvisor,"Find a 4 star Hotel at April 09 for 2 days in Toronto, Canada."
966,d10c0099-16f1-4bee-bab4-a2a143ea0fd3,CLICK,Outcome-Aware,shopping.google,"Create a product collection called ""Future Birthday Gifts"""
967,d10c0099-16f1-4bee-bab4-a2a143ea0fd3,CLICK,Outcome-Aware,shopping.google,"Create a product collection called ""Future Birthday Gifts"""
